,edge_type,pwi,segment 1 pwi,segment 2 pwi,segment 3 pwi,segment 4 pwi,segment 5 pwi,segment 6 pwi,segment 7 pwi,segment 8 pwi,segments,sink,sink_collection_date,sink_country,sink_host_species,sink_reassortant,sink_state,sink_subtype,source,source_collection_date,source_country,source_host_species,source_reassortant,source_state,source_subtype
270,full_complement,7.763473,0.91327,0.970117,0.994533,0.964974,0.971242,0.993733,0.981038,0.974566,"{1: 0.91327000000000003, 2: 0.97011700000000001, 3: 0.994533, 4: 0.964974, 5: 0.97124200000000005, 6: 0.99373299999999998, 7: 0.98103799999999997, 8: 0.97456600000000004}",A/northern pintail/Interior Alaska/10CH00003R0/2010,2010-09-04,USA,Northern Pintail/Avian,False,Interior Alaska,H4N6,A/duck/Interior Alaska/7MP1550/2007,2007-09-01,USA,Duck/Avian,False,Interior Alaska,H4N6
271,reassortant,7.9763340000000005,1.0,,0.999544,,,,,1.0,"{8: 1.0, 1: 1.0, 3: 0.99954399999999999}",A/mallard/Interior Alaska/7MP1835/2007,2007-09-05,USA,Mallard/Avian,True,Interior Alaska,H3N8,A/duck/Interior Alaska/7MP1550/2007,2007-09-01,USA,Duck/Avian,False,Interior Alaska,H4N6
272,full_complement,7.627191000000001,0.916739,0.942399,0.95672,0.970228,0.952288,0.931058,0.982036,0.975723,"{1: 0.91673899999999997, 2: 0.94239899999999999, 3: 0.95672000000000001, 4: 0.97022799999999998, 5: 0.95228800000000002, 6: 0.93105800000000005, 7: 0.98203600000000002, 8: 0.97572300000000001}",A/mallard/New Jersey/Sg-00943/2008,2008-09-21,USA,Mallard/Avian,False,New Jersey,H4N6,A/duck/Interior Alaska/7MP1550/2007,2007-09-01,USA,Duck/Avian,False,Interior Alaska,H4N6
273,full_complement,7.624231,0.916739,0.943265,0.956264,0.969644,0.949502,0.931058,0.982036,0.975723,"{1: 0.91673899999999997, 2: 0.94326500000000002, 3: 0.956264, 4: 0.96964399999999995, 5: 0.94950199999999996, 6: 0.93105800000000005, 7: 0.98203600000000002, 8: 0.97572300000000001}",A/mallard/New Jersey/Sg-00965/2008,2008-09-21,USA,Mallard/Avian,False,New Jersey,H4N6,A/duck/Interior Alaska/7MP1550/2007,2007-09-01,USA,Duck/Avian,False,Interior Alaska,H4N6
274,reassortant,7.989713,,,,0.997665,,,0.999002,,"{4: 0.99766500000000002, 7: 0.99900199999999995}",A/northern pintail/Interior Alaska/2/2007,2007-09-07,USA,Northern Pintail/Avian,True,Interior Alaska,H4N8,A/duck/Interior Alaska/7MP1550/2007,2007-09-01,USA,Duck/Avian,False,Interior Alaska,H4N6
275,full_complement,7.6295090000000005,0.916305,0.942832,0.957175,0.971395,0.952288,0.931755,0.982036,0.975723,"{1: 0.91630500000000004, 2: 0.942832, 3: 0.957175, 4: 0.97139500000000001, 5: 0.95228800000000002, 6: 0.931755, 7: 0.98203600000000002, 8: 0.97572300000000001}",A/mallard/New Jersey/Sg-00939/2008,2008-09-21,USA,Mallard/Avian,False,New Jersey,H4N6,A/duck/Interior Alaska/7MP1550/2007,2007-09-01,USA,Duck/Avian,False,Interior Alaska,H4N6
276,full_complement,7.781848999999999,0.989159,0.962674,0.964465,0.9667250000000001,0.973203,0.976323,0.977046,0.972254,"{1: 0.98915900000000001, 2: 0.96267400000000003, 3: 0.96446500000000002, 4: 0.96672500000000006, 5: 0.97320300000000004, 6: 0.97632300000000005, 7: 0.97704599999999997, 8: 0.97225399999999995}",A/mallard/California/3100/2012,2012-08-01,USA,Mallard/Avian,False,California,H4N6,A/duck/Interior Alaska/7MP1550/2007,2007-09-01,USA,Duck/Avian,False,Interior Alaska,H4N6
277,reassortant,7.828952,0.978751,,,0.963222,0.981046,,,,"{1: 0.97875100000000004, 4: 0.96322200000000002, 5: 0.98104599999999997}",A/mallard/California/5495/2009,2009-07-23,USA,Mallard/Avian,True,California,H4N2,A/duck/Interior Alaska/7MP1550/2007,2007-09-01,USA,Duck/Avian,False,Interior Alaska,H4N6
278,full_complement,7.624374,0.916305,0.943265,0.957175,0.969644,0.950166,0.931058,0.981038,0.975723,"{1: 0.91630500000000004, 2: 0.94326500000000002, 3: 0.957175, 4: 0.96964399999999995, 5: 0.95016599999999996, 6: 0.93105800000000005, 7: 0.98103799999999997, 8: 0.97572300000000001}",A/mallard/New Jersey/Sg-00967/2008,2008-09-21,USA,Mallard/Avian,False,New Jersey,H4N6,A/duck/Interior Alaska/7MP1550/2007,2007-09-01,USA,Duck/Avian,False,Interior Alaska,H4N6
279,full_complement,7.624444,0.915872,0.943265,0.957175,0.970811,0.949502,0.931058,0.981038,0.975723,"{1: 0.91587200000000002, 2: 0.94326500000000002, 3: 0.957175, 4: 0.97081099999999998, 5: 0.94950199999999996, 6: 0.93105800000000005, 7: 0.98103799999999997, 8: 0.97572300000000001}",A/mallard/New Jersey/Sg-00941/2008,2008-09-21,USA,Mallard/Avian,False,New Jersey,H4N6,A/duck/Interior Alaska/7MP1550/2007,2007-09-01,USA,Duck/Avian,False,Interior Alaska,H4N6
280,full_complement,7.856319000000001,0.999564,0.950521,0.999547,0.998847,0.919974,1.0,0.989022,0.998844,"{1: 0.99956400000000001, 2: 0.95052099999999995, 3: 0.99954699999999996, 4: 0.99884700000000004, 5: 0.91997399999999996, 6: 1.0, 7: 0.98902199999999996, 8: 0.99884399999999995}",A/American green-winged teal/Interior Alaska/11BM03897/2011,2011-09-04,USA,Green-Winged Teal/Avian,False,Interior Alaska,H3N8,A/American green-winged teal/Interior Alaska/11BM03657/2011,2011-09-01,USA,Green-Winged Teal/Avian,False,Interior Alaska,H3N8
281,full_complement,7.999568,0.999568,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"{1: 0.99956800000000001, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0}",A/mallard/Interior Alaska/10BM12178R0/2010,2010-08-13,USA,Mallard/Avian,False,Interior Alaska,H3N8,A/mallard/Interior Alaska/10BM11414R0/2010,2010-08-12,USA,Mallard/Avian,False,Interior Alaska,H3N8
282,full_complement,7.999568,0.999568,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"{1: 0.99956800000000001, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0}",A/mallard/Interior Alaska/10BM12179R0/2010,2010-08-13,USA,Mallard/Avian,False,Interior Alaska,H3N8,A/mallard/Interior Alaska/10BM11414R0/2010,2010-08-12,USA,Mallard/Avian,False,Interior Alaska,H3N8
283,full_complement,7.9989930000000005,1.0,0.999568,1.0,0.999425,1.0,1.0,1.0,1.0,"{1: 1.0, 2: 0.99956800000000001, 3: 1.0, 4: 0.99942500000000001, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0}",A/mallard/Interior Alaska/10BM12049R0/2010,2010-08-13,USA,Mallard/Avian,False,Interior Alaska,H3N8,A/mallard/Interior Alaska/10BM11414R0/2010,2010-08-12,USA,Mallard/Avian,False,Interior Alaska,H3N8
284,reassortant,7.988616,,0.998273,,,,0.996511,1.0,0.998844,"{8: 0.99884399999999995, 2: 0.99827299999999997, 6: 0.99651100000000004, 7: 1.0}",A/blue-winged teal/New Brunswick/00595/2010,2010-08-15,Canada,Blue-Winged Teal/Avian,True,New Brunswick,H3N7,A/mallard/Nova Scotia/00372/2010,2010-08-08,Canada,Mallard/Avian,False,Nova Scotia,H7N7
285,reassortant,7.984586999999999,0.996958,0.998273,,,,0.995813,1.0,,"{1: 0.99695800000000001, 2: 0.99827299999999997, 6: 0.99581299999999995, 7: 1.0}",A/blue-winged teal/New Brunswick/00597/2010,2010-08-15,Canada,Blue-Winged Teal/Avian,True,New Brunswick,H3N7,A/mallard/Nova Scotia/00372/2010,2010-08-08,Canada,Mallard/Avian,False,Nova Scotia,H7N7
286,reassortant,7.9874670000000005,,0.998273,,,,0.996511,1.0,0.998844,"{8: 0.99884399999999995, 2: 0.99827299999999997, 6: 0.99651100000000004, 7: 1.0}",A/mallard/New Brunswick/00593/2010,2010-08-15,Canada,Mallard/Avian,True,New Brunswick,H3N7,A/mallard/Nova Scotia/00372/2010,2010-08-08,Canada,Mallard/Avian,False,Nova Scotia,H7N7
287,reassortant,7.986689999999999,,0.998273,,,,0.995813,1.0,,"{2: 0.99827299999999997, 6: 0.99581299999999995, 7: 1.0}",A/blue-winged teal/New Brunswick/00600/2010,2010-08-15,Canada,Blue-Winged Teal/Avian,True,New Brunswick,H3N7,A/mallard/Nova Scotia/00372/2010,2010-08-08,Canada,Mallard/Avian,False,Nova Scotia,H7N7
288,reassortant,7.990347000000001,,0.998273,,,,0.996511,1.0,,"{2: 0.99827299999999997, 6: 0.99651100000000004, 7: 1.0}",A/blue-winged teal/New Brunswick/00599/2010,2010-08-15,Canada,Blue-Winged Teal/Avian,True,New Brunswick,H3N7,A/mallard/Nova Scotia/00372/2010,2010-08-08,Canada,Mallard/Avian,False,Nova Scotia,H7N7
289,reassortant,7.988616,,0.998273,,,,0.996511,1.0,0.998844,"{8: 0.99884399999999995, 2: 0.99827299999999997, 6: 0.99651100000000004, 7: 1.0}",A/blue-winged teal/New Brunswick/00598/2010,2010-08-15,Canada,Blue-Winged Teal/Avian,True,New Brunswick,H3N7,A/mallard/Nova Scotia/00372/2010,2010-08-08,Canada,Mallard/Avian,False,Nova Scotia,H7N7
290,full_complement,7.780445,0.914076,0.9620029999999999,0.960145,0.995928,0.996094,0.995813,0.998004,0.958382,"{1: 0.914076, 2: 0.96200299999999994, 3: 0.96014500000000003, 4: 0.99592800000000004, 5: 0.99609400000000003, 6: 0.99581299999999995, 7: 0.998004, 8: 0.95838199999999996}",A/gadwall/Mississippi/11OS6085/2011,2011-12-10,USA,Gadwall/Avian,False,Mississippi,H6N1,A/mallard/Wisconsin/11OS3098/2011,2011-09-25,USA,Mallard/Avian,False,Wisconsin,H6N1
291,full_complement,7.647099,0.975599,0.948012,0.949568,0.963093,0.943046,0.924634,0.976673,0.966474,"{1: 0.97559899999999999, 2: 0.94801199999999997, 3: 0.94956799999999997, 4: 0.96309299999999998, 5: 0.94304600000000005, 6: 0.92463399999999996, 7: 0.97667300000000001, 8: 0.96647400000000006}",A/mallard/Ohio/10OS1354/2010,2010-08-06,USA,Mallard/Avian,False,Ohio,H6N1,A/ruddy turnstone/Delaware Bay/136/2007,2007-05-22,USA,Ruddy Turnstone/Avian,True,Delaware Bay,H6N1
292,reassortant,7.761946999999999,0.972549,0.944517,,,0.986093,0.960921,0.987915,,"{1: 0.972549, 2: 0.94451700000000005, 5: 0.986093, 6: 0.96092100000000003, 7: 0.98791499999999999}",A/ruddy turnstone/New Jersey/AI09-151/2009,2009-05-11,USA,Ruddy Turnstone/Avian,True,New Jersey,H11N1,A/ruddy turnstone/Delaware Bay/136/2007,2007-05-22,USA,Ruddy Turnstone/Avian,True,Delaware Bay,H6N1
293,reassortant,7.802328,,,0.952899,0.9683660000000001,0.97947,,,,"{3: 0.95289900000000005, 4: 0.96836600000000006, 5: 0.97946999999999995}",A/shorebird/Delaware Bay/707/2009,2009-06-04,USA,Shorebird/Avian,True,Delaware Bay,H6N2,A/ruddy turnstone/Delaware Bay/136/2007,2007-05-22,USA,Ruddy Turnstone/Avian,True,Delaware Bay,H6N1
294,reassortant,7.897354999999999,,,0.942202,,0.999346,0.992372,,0.996532,"{8: 0.99653199999999997, 3: 0.94220199999999998, 5: 0.99934599999999996, 6: 0.99237200000000003}",A/mallard/Wisconsin/2719/2009,2009-10-17,USA,Mallard/Avian,True,Wisconsin,H4N2,A/mallard/Wisconsin/2575/2009,2009-10-06,USA,Mallard/Avian,True,Wisconsin,H3N2
295,reassortant,7.621425,,,0.921897,,0.9425520000000001,0.937589,0.955193,,"{3: 0.92189699999999997, 5: 0.94255200000000006, 6: 0.93758900000000001, 7: 0.95519299999999996}",A/duck/Hunan/S11205/2012,2012-03-25,China,Duck/Avian,True,Hunan,H10N3,A/mallard/Sweden/80106/2008,2008-11-18,,Mallard/Avian,True,Sweden,H4N3
296,reassortant,7.75615,,0.968531,,,,0.946099,,0.981287,"{8: 0.98128700000000002, 2: 0.96853100000000003, 6: 0.94609900000000002}",A/mallard/Sweden/101900/2009,2009-11-14,,Mallard/Avian,True,Sweden,H4N3,A/mallard/Sweden/80106/2008,2008-11-18,,Mallard/Avian,True,Sweden,H4N3
297,full_complement,7.704297,0.977193,0.967458,0.962343,0.955752,0.924516,0.9731069999999999,0.958248,0.98568,"{1: 0.97719299999999998, 2: 0.96745800000000004, 3: 0.96234299999999995, 4: 0.95575200000000005, 5: 0.924516, 6: 0.97310699999999994, 7: 0.95824799999999999, 8: 0.98568}",A/chicken/Hunan/S1248/2010,2010-03-03,China,Chicken/Avian,False,Hunan,H4N6,A/mallard/Sweden/104925/2009,2009-11-24,,Mallard/Avian,False,Sweden,H4N6
298,full_complement,7.706073000000001,0.977193,0.967898,0.962343,0.955752,0.925852,0.9731069999999999,0.958248,0.98568,"{1: 0.97719299999999998, 2: 0.96789800000000004, 3: 0.96234299999999995, 4: 0.95575200000000005, 5: 0.92585200000000001, 6: 0.97310699999999994, 7: 0.95824799999999999, 8: 0.98568}",A/chicken/Hunan/S1267/2010,2010-03-03,China,Chicken/Avian,False,Hunan,H4N6,A/mallard/Sweden/104925/2009,2009-11-24,,Mallard/Avian,False,Sweden,H4N6
299,reassortant,7.985613,,0.998273,,,,0.998604,0.996008,,"{2: 0.99827299999999997, 6: 0.99860400000000005, 7: 0.996008}",A/ruddy turnstone/New Jersey/AI07-839/2007,2007-08-16,USA,Ruddy Turnstone/Avian,True,New Jersey,H12N1,A/ruddy turnstone/New Jersey/AI07-69/2007,2007-07-26,USA,Ruddy Turnstone/Avian,False,New Jersey,H5N1
300,reassortant,7.839549,0.92487,0.991796,0.990489,0.989589,,,0.982036,0.99422,"{1: 0.92486999999999997, 2: 0.99179600000000001, 3: 0.99048899999999995, 4: 0.98958900000000005, 7: 0.98203600000000002, 8: 0.99421999999999999}",A/wild bird/Chile/1805/2008,2008-01-21,,Kelp Gull/Avian,True,Chile,H5N9,A/ruddy turnstone/New Jersey/AI07-69/2007,2007-07-26,USA,Ruddy Turnstone/Avian,False,New Jersey,H5N1
301,full_complement,7.954232999999999,0.997836,0.993475,0.977948,0.997725,0.997361,0.994203,0.998049,0.997636,"{1: 0.99783599999999995, 2: 0.993475, 3: 0.97794800000000004, 4: 0.99772499999999997, 5: 0.99736100000000005, 6: 0.99420299999999995, 7: 0.99804899999999996, 8: 0.99763599999999997}",A/chicken/Egypt/Q1397D/2010,2010-03-20,,Chicken/Avian,False,Egypt,H5N1,A/chicken/Egypt/Q1118D/2010,2010-01-27,,Chicken/Avian,False,Egypt,H5N1
302,full_complement,7.9824530000000005,0.999135,0.999127,0.997729,0.993088,1.0,0.999284,1.0,0.99409,"{1: 0.999135, 2: 0.99912699999999999, 3: 0.99772899999999998, 4: 0.99308799999999997, 5: 1.0, 6: 0.99928399999999995, 7: 1.0, 8: 0.99409000000000003}",A/chicken/Egypt/Q1182E/2010,2010-02-03,,Chicken/Avian,False,Egypt,H5N1,A/chicken/Egypt/Q1118D/2010,2010-01-27,,Chicken/Avian,False,Egypt,H5N1
303,full_complement,7.661176,0.935414,0.933938,0.955353,0.983587,0.953896,0.963483,0.969031,0.966474,"{1: 0.93541399999999997, 2: 0.93393800000000005, 3: 0.95535300000000001, 4: 0.98358699999999999, 5: 0.95389599999999997, 6: 0.96348299999999998, 7: 0.96903099999999998, 8: 0.96647400000000006}",A/mallard/Minnesota/AI07-3433/2007,2007-09-12,USA,Mallard/Avian,False,Minnesota,H7N3,A/American green-winged teal/California/44287-713/2007,2007-02-03,USA,Green-Winged Teal/Avian,False,California,H7N3
304,reassortant,7.879089,0.977836,0.96224,0.971014,,0.997398,0.994441,,,"{1: 0.97783600000000004, 2: 0.96223999999999998, 3: 0.97101400000000004, 5: 0.99739800000000001, 6: 0.99444100000000002}",A/mallard/Wisconsin/11OS4104/2011,2011-10-15,USA,Mallard/Avian,True,Wisconsin,H1N2,A/mallard/Ohio/10OS1470/2010,2010-08-18,USA,Mallard/Avian,False,Ohio,H3N2
305,reassortant,7.789136000000001,0.996519,0.99525,0.997736,,,,,0.990751,"{8: 0.99075100000000005, 1: 0.99651900000000004, 2: 0.99524999999999997, 3: 0.99773599999999996}",A/green-winged teal/New Brunswick/02591/2007,2007-09-20,Canada,Green-Winged Teal/Avian,True,New Brunswick,H3N8,A/American black duck/Nova Scotia/02043/2007,2007-08-08,Canada,American Black Duck/Avian,False,Nova Scotia,H8N4
306,reassortant,7.789089000000001,0.996519,0.995203,0.997736,,,,,0.990751,"{8: 0.99075100000000005, 1: 0.99651900000000004, 2: 0.99520299999999995, 3: 0.99773599999999996}",A/green-winged teal/New Brunswick/02588/2007,2007-09-20,Canada,Green-Winged Teal/Avian,True,New Brunswick,H3N8,A/American black duck/Nova Scotia/02043/2007,2007-08-08,Canada,American Black Duck/Avian,False,Nova Scotia,H8N4
307,full_complement,7.748652,0.922106,0.994387,0.994112,0.991274,0.948467,0.942241,0.991903,0.964162,"{1: 0.92210599999999998, 2: 0.99438700000000002, 3: 0.994112, 4: 0.99127399999999999, 5: 0.94846699999999995, 6: 0.942241, 7: 0.99190299999999998, 8: 0.96416199999999996}",A/American black duck/Maryland/08OS1725/2008,2008-11-25,USA,American Black Duck/Avian,False,Maryland,H8N4,A/American black duck/Nova Scotia/02043/2007,2007-08-08,Canada,American Black Duck/Avian,False,Nova Scotia,H8N4
308,reassortant,7.789841,0.996519,0.99524,0.997736,,0.949119,,,0.990751,"{8: 0.99075100000000005, 1: 0.99651900000000004, 2: 0.99524000000000001, 3: 0.99773599999999996, 5: 0.94911900000000005}",A/green-winged teal/New Brunswick/02595/2007,2007-09-20,Canada,Green-Winged Teal/Avian,True,New Brunswick,H3N8,A/American black duck/Nova Scotia/02043/2007,2007-08-08,Canada,American Black Duck/Avian,False,Nova Scotia,H8N4
309,reassortant,7.786624000000001,0.996519,0.993894,0.997736,,,,,0.989595,"{8: 0.989595, 1: 0.99651900000000004, 2: 0.99389400000000006, 3: 0.99773599999999996}",A/green-winged teal/New Brunswick/02590/2007,2007-09-20,Canada,Green-Winged Teal/Avian,True,New Brunswick,H3N8,A/American black duck/Nova Scotia/02043/2007,2007-08-08,Canada,American Black Duck/Avian,False,Nova Scotia,H8N4
310,reassortant,7.789136000000001,0.996519,0.99525,0.997736,,,,,0.990751,"{8: 0.99075100000000005, 1: 0.99651900000000004, 2: 0.99524999999999997, 3: 0.99773599999999996}",A/green-winged teal/New Brunswick/02596/2007,2007-09-20,Canada,Green-Winged Teal/Avian,True,New Brunswick,H3N8,A/American black duck/Nova Scotia/02043/2007,2007-08-08,Canada,American Black Duck/Avian,False,Nova Scotia,H8N4
311,reassortant,7.789136000000001,0.996519,0.99525,0.997736,,,,,0.990751,"{8: 0.99075100000000005, 1: 0.99651900000000004, 2: 0.99524999999999997, 3: 0.99773599999999996}",A/green-winged teal/New Brunswick/02593/2007,2007-09-20,Canada,Green-Winged Teal/Avian,True,New Brunswick,H3N8,A/American black duck/Nova Scotia/02043/2007,2007-08-08,Canada,American Black Duck/Avian,False,Nova Scotia,H8N4
312,reassortant,7.789388000000001,0.996519,0.99524,0.997283,,0.949119,,,0.990751,"{8: 0.99075100000000005, 1: 0.99651900000000004, 2: 0.99524000000000001, 3: 0.99728300000000003, 5: 0.94911900000000005}",A/green-winged teal/New Brunswick/02587/2007,2007-09-20,Canada,Green-Winged Teal/Avian,True,New Brunswick,H3N8,A/American black duck/Nova Scotia/02043/2007,2007-08-08,Canada,American Black Duck/Avian,False,Nova Scotia,H8N4
313,reassortant,7.788705,0.996519,0.994819,0.997736,,,,,0.990751,"{8: 0.99075100000000005, 1: 0.99651900000000004, 2: 0.99481900000000001, 3: 0.99773599999999996}",A/green-winged teal/New Brunswick/02597/2007,2007-09-20,Canada,Green-Winged Teal/Avian,True,New Brunswick,H3N8,A/American black duck/Nova Scotia/02043/2007,2007-08-08,Canada,American Black Duck/Avian,False,Nova Scotia,H8N4
314,reassortant,7.789089000000001,0.996519,0.995203,0.997736,,,,,0.990751,"{8: 0.99075100000000005, 1: 0.99651900000000004, 2: 0.99520299999999995, 3: 0.99773599999999996}",A/green-winged teal/New Brunswick/02586/2007,2007-09-20,Canada,Green-Winged Teal/Avian,True,New Brunswick,H3N8,A/American black duck/Nova Scotia/02043/2007,2007-08-08,Canada,American Black Duck/Avian,False,Nova Scotia,H8N4
315,reassortant,7.789136000000001,0.996519,0.99525,0.997736,,,,,0.990751,"{8: 0.99075100000000005, 1: 0.99651900000000004, 2: 0.99524999999999997, 3: 0.99773599999999996}",A/green-winged teal/New Brunswick/02592/2007,2007-09-20,Canada,Green-Winged Teal/Avian,True,New Brunswick,H3N8,A/American black duck/Nova Scotia/02043/2007,2007-08-08,Canada,American Black Duck/Avian,False,Nova Scotia,H8N4
316,full_complement,7.934251000000001,1.0,0.958981,0.999547,1.0,1.0,1.0,1.0,0.975723,"{1: 1.0, 2: 0.95898099999999997, 3: 0.99954699999999996, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 0.97572300000000001}",A/northern pintail/Interior Alaska/9BM9975R0/2009,2009-08-15,USA,Northern Pintail/Avian,False,Interior Alaska,H4N6,A/mallard/Interior Alaska/9BM8471R0/2009,2009-08-10,USA,Mallard/Avian,False,Interior Alaska,H4N6
317,full_complement,7.757834999999999,0.973981,0.934114,0.962385,0.971979,0.955049,0.986072,0.985816,0.988439,"{1: 0.97398099999999999, 2: 0.934114, 3: 0.96238500000000005, 4: 0.97197900000000004, 5: 0.95504900000000004, 6: 0.98607199999999995, 7: 0.98581600000000003, 8: 0.98843899999999996}",A/northern shoveler/Illinois/11OS4707/2011,2011-10-22,USA,Northern Shoveler/Avian,False,Illinois,H4N6,A/northern shoveler/Interior Alaska/9BM12314R0/2009,2009-09-02,USA,Northern Shoveler/Avian,False,Interior Alaska,H4N6
318,reassortant,7.810623,,0.954565,0.952899,,0.954902,,0.986028,0.974566,"{8: 0.97456600000000004, 2: 0.954565, 3: 0.95289900000000005, 5: 0.95490200000000003, 7: 0.98602800000000002}",A/mallard/Missouri/132/2009,2009-12-07,USA,Mallard/Avian,True,Missouri,H2N3,A/mallard/Interior Alaska/7/2007,2007-09-05,USA,Mallard/Avian,False,Interior Alaska,H3N8
319,full_complement,7.978584,0.999135,0.997834,0.998633,0.997111,0.996089,0.995088,0.997006,0.997688,"{1: 0.999135, 2: 0.997834, 3: 0.99863299999999999, 4: 0.99711099999999997, 5: 0.996089, 6: 0.99508799999999997, 7: 0.99700599999999995, 8: 0.99768800000000002}",A/mallard/Interior Alaska/7MP1094/2007,2007-09-13,USA,Mallard/Avian,False,Interior Alaska,H3N8,A/mallard/Interior Alaska/7/2007,2007-09-05,USA,Mallard/Avian,False,Interior Alaska,H3N8
320,reassortant,7.555693999999999,,,0.989091,,,,0.983034,0.988439,"{8: 0.98843899999999996, 3: 0.98909100000000005, 7: 0.98303399999999996}",A/long-tailed duck/Wisconsin/10OS3918/2010,2010-11-16,USA,Long-Tailed Duck/Avian,True,Wisconsin,H14N8,A/mallard/Interior Alaska/7/2007,2007-09-05,USA,Mallard/Avian,False,Interior Alaska,H3N8
321,full_complement,7.950416,0.999146,0.95472,0.998657,0.998867,1.0,1.0,0.999026,1.0,"{1: 0.99914599999999998, 2: 0.95472000000000001, 3: 0.99865700000000002, 4: 0.99886699999999995, 5: 1.0, 6: 1.0, 7: 0.99902599999999997, 8: 1.0}",A/American green-winged teal/Interior Alaska/3/2007,2007-10-17,USA,Green-Winged Teal/Avian,False,Interior Alaska,H3N8,A/mallard/Interior Alaska/7/2007,2007-09-05,USA,Mallard/Avian,False,Interior Alaska,H3N8
322,full_complement,7.994407,1.0,0.999134,0.999547,0.998276,1.0,0.998606,1.0,0.998844,"{1: 1.0, 2: 0.99913399999999997, 3: 0.99954699999999996, 4: 0.99827600000000005, 5: 1.0, 6: 0.99860599999999999, 7: 1.0, 8: 0.99884399999999995}",A/northern pintail/Interior Alaska/9BM7368R0/2009,2009-08-07,USA,Northern Pintail/Avian,False,Interior Alaska,H3N8,A/northern pintail/Interior Alaska/9BM7055R0/2009,2009-08-06,USA,Northern Pintail/Avian,False,Interior Alaska,H3N8
323,reassortant,7.6994039999999995,0.942048,,,0.949913,,0.94774,,0.970273,"{8: 0.97027300000000005, 1: 0.942048, 4: 0.94991300000000001, 6: 0.94774000000000003}",A/northern pintail/Alaska/7MP0608/2007,2007-08-06,USA,Northern Pintail/Avian,True,Alaska,H3N8,A/blue-winged teal/Minnesota/Sg-00037/2007,2007-08-03,USA,Blue-Winged Teal/Avian,True,Minnesota,H3N8
324,reassortant,7.720174,0.973559,,,,,0.978397,,,"{1: 0.97355899999999995, 6: 0.97839699999999996}",A/teal/Oregon/44336-130/2007,2007-08-16,USA,Teal/Avian,True,Oregon,H3N8,A/blue-winged teal/Minnesota/Sg-00037/2007,2007-08-03,USA,Blue-Winged Teal/Avian,True,Minnesota,H3N8
325,reassortant,7.625591,,0.976087,,0.8357600000000001,,0.947183,,,"{2: 0.97608700000000004, 4: 0.83576000000000006, 6: 0.947183}",A/mallard/Interior Alaska/7MP0709/2007,2007-08-09,USA,Mallard/Avian,True,Interior Alaska,H3N8,A/blue-winged teal/Minnesota/Sg-00037/2007,2007-08-03,USA,Blue-Winged Teal/Avian,True,Minnesota,H3N8
326,full_complement,7.727178,0.932211,0.983161,0.9486600000000001,0.972547,0.9473,0.983391,0.968,0.991908,"{1: 0.93221100000000001, 2: 0.98316099999999995, 3: 0.94866000000000006, 4: 0.97254700000000005, 5: 0.94730000000000003, 6: 0.98339100000000002, 7: 0.96799999999999997, 8: 0.99190800000000001}",A/mallard/Interior Alaska/10BM02111R0/2010,2010-06-10,USA,Mallard/Avian,False,Interior Alaska,H12N5,A/mallard/Wisconsin/4218/2009,2009-12-05,USA,Mallard/Avian,False,Wisconsin,H12N5
